"common_name","genus","species","type","cultivar","date_removed","latitude","longitude"
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.052,45.66752
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.052,45.6676
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.052,45.66768
"Cottonwood","Populus",NA,"Deciduous",NA,NA,-111.052,45.66766
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.054,45.66685
"Ash (Black)","Fraxinus","nigra","Deciduous",NA,"8/5/2015 0:00",-111.053,45.6667
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.053,45.66598
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.053,45.66598
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.053,45.66598
"Selkirk Crabapple","Malus",NA,"Deciduous","Selkirk",NA,-111.053,45.66593
"Selkirk Crabapple","Malus",NA,"Deciduous","Selkirk",NA,-111.053,45.66588
"Selkirk Crabapple","Malus",NA,"Deciduous","Selkirk",NA,-111.053,45.66585
"Selkirk Crabapple","Malus",NA,"Deciduous","Selkirk",NA,-111.053,45.66579
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.053,45.66639
"Linden (American)","Tilia","americana","Deciduous",NA,NA,-111.053,45.66655
"Linden (American)","Tilia","americana","Deciduous",NA,NA,-111.053,45.66656
"Linden (American)","Tilia","americana","Deciduous",NA,NA,-111.052,45.66655
"Linden (American)","Tilia","americana","Deciduous",NA,NA,-111.052,45.66655
"Apple","Malus",NA,"Deciduous",NA,NA,-111.052,45.66636
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.052,45.66622
"Hawthorne","Crataegus","x mordenensis","Deciduous","Toba",NA,-111.052,45.66621
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.052,45.66609
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66881
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.6688
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66881
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66882
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66877
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66881
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66879
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66882
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66877
"Selkirk Crabapple","Malus",NA,"Deciduous","Selkirk","6/27/2016 16:50",-111.049,45.66906
"Selkirk Crabapple","Malus",NA,"Deciduous","Selkirk","6/27/2016 16:52",-111.049,45.66912
"Selkirk Crabapple","Malus",NA,"Deciduous","Selkirk","6/27/2016 16:54",-111.049,45.66919
"Selkirk Crabapple","Malus",NA,"Deciduous","Selkirk","6/27/2016 16:53",-111.049,45.66927
"Selkirk Crabapple","Malus",NA,"Deciduous","Selkirk","6/27/2016 16:55",-111.049,45.66934
"Mountain Ash","Sorbus","decora","Deciduous",NA,NA,-111.051,45.66669
"Ure Pear","Pyrus","ussuriensis","Deciduous","Ure",NA,-111.051,45.66674
"Birch (Paper)","Betula","papyrifera","Deciduous",NA,NA,-111.051,45.66707
"Birch (Paper)","Betula","papyrifera","Deciduous",NA,NA,-111.051,45.66709
"Mountain Ash","Sorbus","x thuringiaca","Deciduous",NA,NA,-111.051,45.66701
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.052,45.66687
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.052,45.66693
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.05,45.66663
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.05,45.6665
"Red Oak","Quercus","rubra","Deciduous",NA,NA,-111.052,45.66616
"Ginnala Maple","Acer","ginnala","Deciduous",NA,"8/11/2016 20:11",-111.052,45.66622
"Tatarian Maple","Acer","tataricum","Deciduous",NA,NA,-111.052,45.66606
"Tatarian Maple","Acer","tataricum","Deciduous",NA,NA,-111.052,45.66606
"Tatarian Maple","Acer","tataricum","Deciduous",NA,NA,-111.052,45.66606
"Tatarian Maple","Acer","tataricum","Deciduous",NA,NA,-111.051,45.66606
"Tatarian Maple","Acer","tataricum","Deciduous",NA,NA,-111.051,45.66606
"Tatarian Maple","Acer","tataricum","Deciduous",NA,NA,-111.051,45.66606
"Tatarian Maple","Acer","tataricum","Deciduous",NA,NA,-111.051,45.66606
"Mountain Maple","Acer","spicatum","Deciduous",NA,NA,-111.052,45.66616
"Mountain Ash","Sorbus","acuparia","Deciduous",NA,NA,-111.052,45.66632
"Ginnala Maple","Acer","ginnala","Deciduous",NA,NA,-111.051,45.66616
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.051,45.66624
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.051,45.66612
"Buckeye","Aesculus","glabra","Deciduous",NA,NA,-111.051,45.66623
"Buckeye","Aesculus","glabra","Deciduous",NA,NA,-111.051,45.66651
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.052,45.66655
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.051,45.66645
"Hawthorne","Crataegus","x mordenensis","Deciduous","Toba",NA,-111.047,45.66573
"Hawthorne","Crataegus","x mordenensis","Deciduous","Toba",NA,-111.047,45.66585
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.047,45.66584
"Ginalla Maple","Acer","ginnala","Deciduous",NA,NA,-111.047,45.6658
"Mountain Ash","Sorbus","decora","Deciduous",NA,NA,-111.047,45.66584
"Mountain Ash","Sorbus","decora","Deciduous",NA,NA,-111.047,45.66563
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.047,45.66532
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.047,45.66586
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.047,45.66553
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.046,45.66549
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.046,45.66546
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.046,45.66544
"Elm (American)","Ulmus","americana","Deciduous","Brandon",NA,-111.047,45.66548
"Linden","Tilia","mongolica","Deciduous","Harvest Gold",NA,-111.047,45.66542
"Mountain Ash","Sorbus","decora","Deciduous",NA,NA,-111.047,45.66537
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.046,45.66533
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.046,45.66533
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.046,45.66532
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.046,45.66531
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.046,45.6656
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.046,45.6658
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.046,45.66628
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.046,45.66604
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66742
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.047,45.66729
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.047,45.66728
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.047,45.66728
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.047,45.66728
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.047,45.66729
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.048,45.6671
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.048,45.66712
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.048,45.66707
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.048,45.6671
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.048,45.66704
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.048,45.66707
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.048,45.66706
"Apple (Flower Crab)","Malus",NA,"Deciduous","Dolgo",NA,-111.048,45.66692
"Apple (Flower Crab)","Malus",NA,"Deciduous","Dolgo",NA,-111.047,45.66696
"Chokecherry","Prunus","virginiana","Deciduous",NA,NA,-111.047,45.66693
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.047,45.66669
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66661
"Linden","Tilia","mongolica","Deciduous","Harvest Gold",NA,-111.046,45.66646
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66589
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66577
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66564
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66564
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.048,45.66564
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.048,45.66564
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.048,45.6656
"Honey Locust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.048,45.6656
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.048,45.66565
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.048,45.66564
"Linden","Tilia","cordata","Deciduous","Greenspire",NA,-111.048,45.66544
"Linden","Tilia","cordata","Deciduous","Greenspire",NA,-111.048,45.66537
"Linden","Tilia","cordata","Deciduous","Greenspire",NA,-111.048,45.66531
"Linden","Tilia","cordata","Deciduous","Greenspire",NA,-111.048,45.66544
"Linden","Tilia","cordata","Deciduous","Greenspire",NA,-111.048,45.66531
"Linden","Tilia","cordata","Deciduous","Greenspire",NA,-111.048,45.66544
"Linden","Tilia","cordata","Deciduous","Greenspire",NA,-111.047,45.66531
"Linden","Tilia","cordata","Deciduous","Greenspire",NA,-111.047,45.66545
"Linden","Tilia","cordata","Deciduous","Greenspire",NA,-111.047,45.66538
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66753
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66762
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66776
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66765
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66783
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66784
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.048,45.66783
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.048,45.66783
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.048,45.66783
"Mountain Ash","Sorbus","decora","Deciduous",NA,NA,-111.048,45.66792
"Oakleaf Mountain Ash","Sorbus","x hybrida","Deciduous",NA,NA,-111.048,45.66774
"Oakleaf Mountain Ash","Sorbus","x hybrida","Deciduous",NA,NA,-111.048,45.66774
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous","Patmore",NA,-111.049,45.66795
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous","Patmore",NA,-111.048,45.66828
"Mayday Tree","Prunus","padus","Deciduous",NA,NA,-111.048,45.66814
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.048,45.66809
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.048,45.66808
"Mountain Ash","Sorbus","ocuparia","Deciduous",NA,NA,-111.049,45.668
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66533
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66541
"Birch (Weeping)","Betula","pendula","Deciduous",NA,NA,-111.049,45.66575
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66584
"Apple","Malus",NA,"Deciduous",NA,NA,-111.049,45.66547
"Buckeye","Aesculus","glabra","Deciduous",NA,NA,-111.049,45.66553
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66541
"Buckeye","Aesculus","glabra","Deciduous",NA,NA,-111.049,45.66547
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66552
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.6656
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66551
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66548
"Hackberry","Celtis","occidentalis","Deciduous",NA,NA,-111.049,45.6654
"Buckeye","Aesculus","glabra","Deciduous",NA,NA,-111.049,45.66575
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66573
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66562
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66562
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66579
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66584
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66603
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66624
"Linden (American)","Tilia","americana","Deciduous",NA,NA,-111.049,45.66594
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66587
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66596
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66591
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66625
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66631
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66633
"Maple (Norway)","Acer","platenoides","Deciduous",NA,NA,-111.049,45.66582
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.049,45.66586
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66578
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66583
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66602
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66614
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66624
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.05,45.66592
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.05,45.66597
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.05,45.66595
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.05,45.66627
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.05,45.66633
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66633
"Maple (Norway)","Acer","platenoides","Deciduous",NA,NA,-111.05,45.66586
"Maple (Norway)","Acer","platenoides","Deciduous",NA,NA,-111.05,45.66607
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.05,45.66584
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.05,45.66593
"Linden (American)","Tilia","americana","Deciduous",NA,NA,-111.05,45.66534
"Linden (American)","Tilia","americana","Deciduous",NA,NA,-111.05,45.66543
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66551
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66548
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66557
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66563
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66563
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66573
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.05,45.66558
"Maple (Norway)","Acer","platenoides","Deciduous",NA,NA,-111.05,45.66575
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66582
"Honey Locust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.05,45.66594
"Honey Locust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.05,45.66592
"Honey Locust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.05,45.66597
"Serviceberry Tree","Amelanchier","canadensis","Deciduous",NA,NA,-111.05,45.66588
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66606
"Linden (American)","Tilia","americana","Deciduous",NA,NA,-111.05,45.66622
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66616
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66628
"Elm (American)","Ulmus","americana","Deciduous","Brandon",NA,-111.05,45.6666
"Ginalla Maple","Acer","ginnala","Deciduous",NA,NA,-111.05,45.66655
"Birch (Weeping)","Betula","pendula","Deciduous",NA,NA,-111.05,45.66645
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.05,45.66649
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66647
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66667
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66665
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66647
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.6665
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66653
"Birch (Weeping)","Betula","pendula","Deciduous",NA,NA,-111.049,45.66645
"Elm (American)","Ulmus","americana","Deciduous","Brandon","5/19/2016 16:25",-111.049,45.66668
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66667
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66679
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66678
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66691
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.049,45.66684
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.05,45.66696
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.05,45.66697
"Ash (Green)","Fraxinus","pennslvanica","Deciduous",NA,NA,-111.051,45.66699
"Birch (Weeping)","Betula","pendula","Deciduous",NA,NA,-111.05,45.667
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.05,45.66704
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.05,45.66711
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.05,45.66709
"Linden (American)","Tilia","americana","Deciduous",NA,NA,-111.05,45.66711
"Linden (American)","Tilia","americana","Deciduous",NA,NA,-111.05,45.66712
"Linden (American)","Tilia","americana","Deciduous",NA,NA,-111.05,45.66708
"Linden (American)","Tilia","americana","Deciduous",NA,NA,-111.05,45.6671
"Linden (American)","Tilia","americana","Deciduous",NA,NA,-111.05,45.66708
"Cottonwood","Populus",NA,"Deciduous",NA,NA,-111.05,45.66729
"Cottonwood","Populus",NA,"Deciduous",NA,NA,-111.05,45.66737
"Cottonwood","Populus",NA,"Deciduous",NA,NA,-111.05,45.66737
"Cottonwood","Populus",NA,"Deciduous",NA,NA,-111.05,45.66737
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.6673
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66732
"Birch (Paper)","Betula","papyrifera","Deciduous",NA,NA,-111.05,45.66733
"Linden","Tilia","mongolica","Deciduous","Harvest Gold",NA,-111.05,45.66735
"Mountain Ash","Sorbus","decora","Deciduous",NA,NA,-111.05,45.66736
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66738
"Elm (American)","Ulmus","americana","Deciduous","Brandon",NA,-111.05,45.66738
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.05,45.66762
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.05,45.66757
"Princess Kay Plum","Prunus","nigra","Deciduous",NA,NA,-111.05,45.66775
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.049,45.66736
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.049,45.66738
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.049,45.66737
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.049,45.66739
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.049,45.66736
"Mountain Ash","Sorbus","decora","Deciduous",NA,NA,-111.049,45.66732
"Birch (Paper)","Betula","papyrifera","Deciduous",NA,NA,-111.05,45.66732
"Birch (Paper)","Betula","papyrifera","Deciduous",NA,NA,-111.05,45.66729
"Birch (Paper)","Betula","papyrifera","Deciduous",NA,NA,-111.049,45.6673
"Birch (Paper)","Betula","papyrifera","Deciduous",NA,NA,-111.049,45.66727
"Birch (Paper)","Betula","papyrifera","Deciduous",NA,NA,-111.049,45.66727
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous","Patmore",NA,-111.051,45.66793
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.05,45.66797
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.05,45.66783
"Chokecherry","Prunus","virginiana","Deciduous",NA,NA,-111.05,45.66784
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66783
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66783
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66783
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66783
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66783
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66823
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.049,45.66839
"Purple Frost Birch","Betula","platyphylla","Deciduous","Szechuanica x Pendula","6/7/2016 6:00",-111.049,45.66813
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66838
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66824
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66806
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.051,45.66859
